id,employee_id,beginDate,endDate,interruption_type_id
659,555,2009-09-21,2009-09-23,1
660,555,2010-01-19,2010-01-19,1
661,556,2009-10-20,2009-10-23,1
662,556,2009-12-17,2009-12-18,1
663,557,2009-11-19,2009-11-19,1
664,557,2010-01-13,2010-01-15,1
665,557,2011-10-17,2011-10-18,1
666,557,2011-11-28,2011-12-02,1
667,557,2011-12-06,2011-12-09,1
668,557,2011-12-22,2011-12-23,1
669,557,2012-01-30,2012-01-30,1
672,560,2009-10-26,2009-10-30,1
673,560,2009-10-26,2009-10-30,1
674,560,2009-10-26,2009-10-30,1
670,560,2009-10-26,2009-10-30,1
671,560,2009-10-26,2009-10-30,1
675,563,2010-05-31,2010-06-17,1
676,563,2010-06-18,2010-06-30,1
677,563,2010-11-15,2010-11-16,1
678,563,2010-11-18,2010-11-19,1
679,564,2009-11-13,2009-11-13,1
680,565,2010-02-23,2010-02-25,1
681,568,2010-03-01,2010-03-01,1
682,568,2010-03-30,2010-03-30,1
683,570,2010-06-21,2010-06-23,1
684,570,2012-11-14,2012-11-14,1
685,574,2011-12-05,2011-12-09,1
686,574,2012-02-09,2012-02-09,1
688,580,2010-05-10,2010-05-12,1
689,580,2010-05-10,2010-05-12,1
687,580,2010-05-10,2010-05-12,1
690,581,2009-12-14,2009-12-14,1
691,581,2010-10-06,2010-10-07,1
692,581,2012-02-14,2012-02-17,1
693,581,2012-10-24,2012-10-26,1
694,581,2012-11-05,2012-11-20,1
695,581,2013-02-20,2013-02-26,1
696,583,2009-12-15,2009-12-15,1
697,583,2010-03-31,2010-03-31,1
698,584,2010-04-19,2010-04-19,1
699,584,2010-04-19,2010-04-19,1
700,584,2010-04-19,2010-04-19,1
701,585,2009-10-02,2009-10-02,1
702,585,2010-02-11,2010-02-12,1
703,585,2011-05-11,2011-05-20,1
704,589,2010-04-28,2010-04-30,1
705,589,2010-04-28,2010-04-30,1
706,595,2010-09-17,2010-09-17,1
707,603,2010-05-31,2010-06-11,1
711,609,2010-12-02,2010-12-03,1
710,609,2011-12-08,2011-12-09,1
709,609,2012-01-23,2012-01-24,1
708,609,2013-03-01,2013-05-31,1
712,610,2011-02-28,2011-03-02,1
713,610,2011-03-16,2011-03-18,1
714,612,2010-05-10,2010-05-12,1
715,619,2011-02-17,2011-02-24,1
716,619,2012-02-17,2012-02-24,1
720,620,2010-11-15,2010-12-10,1
717,620,2010-11-15,2010-12-10,1
722,620,2011-02-14,2011-02-18,1
719,620,2011-02-14,2011-02-18,1
721,620,2011-03-31,2011-03-31,1
718,620,2011-03-31,2011-03-31,1
723,621,2011-02-10,2011-02-10,1
724,621,2012-02-10,2012-02-11,1
725,632,2015-03-23,2015-03-25,1
726,632,2015-03-23,2015-03-25,1
739,638,2011-10-25,2011-10-25,1
743,638,2011-10-25,2011-10-25,1
727,638,2011-10-25,2011-10-25,1
731,638,2011-10-25,2011-10-25,1
735,638,2011-10-25,2011-10-25,1
736,638,2012-04-27,2012-04-27,1
740,638,2012-04-27,2012-04-27,1
744,638,2012-04-27,2012-04-27,1
728,638,2012-04-27,2012-04-27,1
732,638,2012-04-27,2012-04-27,1
737,638,2012-05-31,2012-06-01,1
741,638,2012-05-31,2012-06-01,1
745,638,2012-05-31,2012-06-01,1
729,638,2012-05-31,2012-06-01,1
733,638,2012-05-31,2012-06-01,1
738,638,2012-06-16,2012-06-30,1
742,638,2012-06-16,2012-06-30,1
746,638,2012-06-16,2012-06-30,1
730,638,2012-06-16,2012-06-30,1
734,638,2012-06-16,2012-06-30,1
747,641,2014-12-15,2014-12-15,1
748,642,2010-11-09,2010-11-09,1
749,642,2010-11-09,2010-11-14,1
753,642,2013-09-23,2013-09-25,1
754,642,2013-09-23,2013-09-25,1
750,642,2013-09-23,2013-09-25,1
756,642,2013-11-04,2013-11-14,1
752,642,2013-11-09,2013-11-14,1
755,642,2013-11-09,2013-11-14,1
751,642,2013-11-09,2013-11-14,1
757,645,2011-01-17,2011-01-17,1
758,649,2010-11-26,2010-11-26,1
759,649,2011-11-22,2011-11-23,1
760,649,2012-02-06,2012-02-17,1
761,649,2012-10-15,2012-10-19,1
762,649,2013-01-07,2013-02-08,1
763,650,2012-02-13,2012-02-14,1
764,650,2012-02-27,2012-03-01,1
765,650,2012-09-11,2012-09-11,1
766,650,2012-11-22,2012-12-05,1
767,650,2012-12-18,2012-12-20,1
768,650,2013-05-07,2013-05-07,1
769,650,2014-03-17,2014-03-18,1
770,650,2014-03-17,2014-03-18,1
771,654,2010-10-11,2010-10-13,1
772,654,2010-11-12,2010-11-12,1
773,655,2010-06-11,2010-06-11,1
774,657,2010-10-12,2010-10-14,1
775,662,2010-03-22,2010-04-02,1
776,662,2010-04-30,2010-04-30,1
1453,664,2018-12-14,2018-12-14,1
1452,664,2019-03-20,2019-03-20,1
780,667,2011-01-24,2011-01-24,1
778,667,2011-03-01,2011-03-04,1
777,667,2011-03-29,2011-03-30,1
779,667,2011-03-29,2011-03-30,1
781,667,2011-03-29,2011-03-29,1
782,669,2011-10-12,2011-10-13,1
793,669,2011-10-12,2011-10-13,1
783,669,2012-01-31,2012-01-31,1
794,669,2012-01-31,2012-01-31,1
795,669,2012-03-20,2012-03-20,1
796,669,2012-04-17,2012-04-17,1
797,669,2012-04-23,2012-04-24,1
784,669,2012-11-21,2012-11-23,1
798,669,2012-11-21,2012-11-23,1
786,669,2013-09-24,2013-09-24,1
791,669,2013-09-24,2013-09-24,1
785,669,2013-11-04,2013-11-04,1
790,669,2013-11-04,2013-11-04,1
787,669,2013-11-14,2013-11-30,1
792,669,2013-11-14,2013-11-30,1
788,669,2014-01-15,2014-01-29,1
789,669,2015-02-23,2015-02-23,1
799,670,2011-12-12,2012-03-02,1
800,670,2013-01-22,2013-02-08,1
801,676,2011-01-28,2011-01-28,1
802,676,2012-02-17,2012-02-19,1
803,676,2012-10-02,2012-10-02,1
804,680,2013-09-09,2013-09-10,1
805,680,2013-09-30,2013-09-30,1
806,680,2013-10-11,2013-10-11,1
807,680,2013-10-25,2013-10-25,1
808,680,2013-11-12,2013-11-14,1
809,680,2013-12-09,2013-12-09,1
811,680,2014-01-07,2014-01-10,1
810,680,2014-01-29,2014-01-29,1
812,680,2014-02-20,2014-02-20,1
813,680,2014-03-19,2014-03-20,1
814,682,2012-01-31,2012-01-31,1
815,682,2012-03-09,2012-03-09,1
816,682,2012-11-09,2012-11-09,1
817,682,2012-12-03,2012-12-03,1
818,682,2013-01-18,2013-01-18,1
819,682,2013-03-15,2013-03-15,1
820,682,2013-03-25,2013-03-29,1
821,684,2011-09-12,2011-09-25,1
822,684,2012-02-10,2012-02-10,1
823,684,2012-03-01,2012-03-31,1
824,689,2011-11-07,2011-11-10,1
825,692,2013-03-26,2013-03-29,1
826,692,2015-03-30,2015-04-01,1
827,692,2015-11-13,2015-11-17,1
1113,692,2016-06-06,2016-06-30,2
1367,693,2018-03-15,2018-03-15,1
1368,693,2018-03-16,2018-03-16,1
1496,693,2018-10-09,2018-10-10,1
1497,693,2018-10-11,2018-10-12,1
1499,693,2018-10-16,2018-10-19,1
1498,693,2018-12-05,2018-12-07,1
829,694,2011-12-01,2011-12-02,1
830,694,2012-01-09,2012-06-30,1
831,694,2012-09-03,2012-12-28,1
832,694,2013-03-07,2013-03-08,1
833,694,2013-05-21,2013-05-21,1
834,694,2013-12-16,2013-12-17,1
835,694,2014-06-19,2014-06-20,1
836,694,2015-05-20,2015-06-30,1
837,694,2015-09-01,2015-10-19,1
838,694,2016-06-17,2016-06-24,1
839,700,2014-02-13,2014-02-14,1
840,700,2014-03-25,2014-03-28,1
842,700,2014-03-25,2014-03-28,1
841,700,2015-10-31,2015-12-18,1
1491,701,2018-12-13,2019-03-20,2
1492,701,2019-03-21,2019-03-22,1
843,703,2011-12-12,2011-12-12,1
844,704,2013-12-05,2013-12-05,1
845,705,2012-01-13,2012-01-13,1
846,706,2011-09-12,2011-12-25,1
847,706,2014-05-14,2014-06-30,1
848,708,2012-03-06,2012-03-09,1
849,709,2013-01-29,2013-01-31,1
850,712,2012-01-16,2012-01-16,1
854,712,2012-01-16,2012-01-16,1
851,712,2012-03-14,2012-03-16,1
855,712,2012-03-14,2012-03-16,1
852,712,2012-03-22,2012-03-23,1
856,712,2012-03-22,2012-03-23,1
853,712,2013-01-08,2013-01-11,1
857,713,2013-01-07,2013-01-07,1
858,714,2012-03-13,2012-03-13,1
859,714,2013-01-18,2013-01-18,1
860,715,2011-09-28,2011-09-28,1
862,715,2012-01-30,2012-01-30,1
861,715,2012-04-27,2012-04-27,1
863,715,2012-04-27,2012-04-27,1
864,716,2011-11-10,2011-11-10,1
865,716,2012-12-13,2012-12-13,1
866,716,2013-04-25,2013-05-31,1
867,717,2012-01-30,2012-01-30,1
868,718,2011-09-19,2011-09-20,1
869,718,2012-01-12,2012-01-13,1
876,718,2012-01-12,2012-01-13,1
870,718,2012-03-19,2012-03-21,1
877,718,2012-03-19,2012-03-21,1
871,718,2012-11-15,2012-11-15,1
878,718,2012-11-15,2012-11-15,1
872,718,2013-02-27,2013-03-01,1
879,718,2013-02-27,2013-03-01,1
873,718,2014-09-11,2014-09-12,1
874,718,2014-12-15,2014-12-15,1
875,718,2015-02-23,2015-02-24,1
880,720,2011-10-04,2011-10-04,1
881,720,2011-12-08,2011-12-08,1
882,720,2012-02-13,2012-02-13,1
883,721,2012-02-06,2012-02-10,1
884,734,2012-12-17,2012-12-17,1
885,734,2012-12-17,2012-12-17,1
886,736,2013-10-07,2013-10-08,1
887,736,2014-02-03,2014-02-05,1
888,738,2012-11-23,2012-11-23,1
891,738,2012-11-23,2012-11-23,1
889,738,2012-12-17,2012-12-19,1
892,738,2012-12-17,2012-12-19,1
890,738,2013-04-16,2013-04-19,1
893,738,2013-04-16,2013-04-19,1
1121,739,2016-12-20,2016-12-20,1
1157,739,2017-04-18,2017-04-21,1
1216,739,2017-06-19,2017-06-21,1
894,742,2012-10-25,2012-10-26,1
895,745,2011-11-28,2011-12-11,1
896,748,2013-02-05,2013-02-05,1
897,749,2013-02-28,2013-03-01,1
898,751,2013-11-04,2013-11-08,1
899,751,2013-11-21,2013-12-20,1
900,751,2014-02-24,2014-02-28,1
901,755,2012-12-11,2012-12-11,1
902,759,2012-01-30,2012-02-01,1
903,761,2012-04-16,2012-05-04,1
904,761,2012-09-04,2012-12-10,1
905,761,2012-12-11,2013-01-07,1
906,761,2013-01-21,2013-01-25,1
907,761,2013-03-12,2013-03-15,1
908,761,2013-09-26,2013-09-27,1
909,765,2012-09-03,2012-09-14,1
910,766,2013-02-01,2013-02-01,1
911,766,2013-06-11,2013-06-14,1
912,766,2014-05-22,2014-05-22,1
913,766,2014-06-16,2014-06-16,1
914,769,2012-11-19,2012-11-20,1
915,774,2013-03-05,2013-03-07,1
916,775,2013-09-19,2013-11-10,1
918,775,2013-09-19,2013-11-10,1
917,775,2014-02-18,2014-02-21,1
919,775,2014-02-18,2014-02-21,1
920,777,2012-11-05,2012-11-05,1
921,777,2013-03-01,2013-03-01,1
922,779,2014-10-01,2014-10-03,1
923,779,2015-02-13,2015-02-13,1
1534,779,2018-10-22,2018-10-22,1
1535,779,2019-01-31,2019-01-31,1
1536,779,2019-02-04,2019-02-06,1
1537,779,2019-03-11,2019-03-15,1
1538,779,2019-03-16,2019-03-22,1
924,783,2013-03-18,2013-03-18,1
925,786,2015-02-23,2015-03-29,1
926,787,2013-01-18,2013-01-18,1
927,787,2013-02-19,2013-02-22,1
928,788,2014-11-27,2015-01-11,1
929,789,2013-05-29,2013-05-29,1
930,801,2012-11-05,2013-04-27,1
931,801,2013-04-28,2013-06-30,1
932,803,2012-11-12,2012-11-14,1
933,803,2012-11-16,2012-11-16,1
934,803,2013-01-28,2013-01-30,1
935,803,2013-10-18,2013-10-18,1
936,803,2013-11-06,2013-11-06,1
937,803,2013-12-13,2013-12-13,1
938,804,2012-11-21,2012-11-22,1
939,804,2013-03-14,2013-03-15,1
940,804,2013-09-18,2013-09-18,1
941,804,2013-10-24,2013-10-25,1
942,804,2014-01-27,2014-01-31,1
943,805,2013-11-06,2013-11-08,1
945,805,2013-11-27,2013-12-13,1
944,805,2013-12-14,2013-12-17,1
946,805,2014-02-20,2014-02-20,1
947,805,2014-02-24,2014-02-24,1
948,808,2013-11-20,2013-11-22,1
949,808,2014-02-17,2014-02-17,1
950,815,2013-04-19,2013-04-19,1
1391,815,2018-01-10,2018-01-12,1
951,816,2013-05-24,2013-05-24,1
952,819,2014-09-01,2014-10-15,1
953,819,2014-10-16,2015-01-05,1
954,820,2013-03-15,2013-06-27,1
955,821,2012-12-10,2012-12-11,1
956,821,2013-03-07,2013-03-07,1
957,821,2013-11-04,2013-11-12,1
1402,821,2017-10-05,2017-10-05,1
1403,821,2017-11-14,2017-11-17,1
1436,821,2018-02-28,2018-02-28,1
958,822,2014-11-19,2014-11-19,1
959,828,2013-03-07,2013-03-12,1
960,830,2013-03-18,2013-03-20,1
961,834,2013-12-18,2013-12-20,1
962,834,2014-02-18,2014-02-18,1
963,834,2015-06-16,2015-06-19,1
964,834,2015-06-16,2015-06-19,1
965,834,2015-06-16,2015-06-19,1
966,839,2013-02-28,2013-03-01,1
967,840,2013-03-12,2013-03-12,1
968,840,2013-05-31,2013-05-31,1
969,843,2013-03-19,2013-03-19,1
970,843,2013-04-25,2013-05-05,1
971,844,2014-09-11,2014-09-11,1
972,844,2014-12-15,2014-12-15,1
973,844,2015-01-20,2015-01-26,1
974,845,2014-04-01,2014-04-04,1
975,845,2014-04-01,2014-04-04,1
976,847,2013-03-08,2013-03-08,1
978,847,2013-03-08,2013-03-08,1
977,847,2013-03-18,2013-03-22,1
979,847,2013-03-18,2013-03-22,1
980,850,2013-01-07,2013-01-11,1
981,850,2013-01-31,2013-02-01,1
982,851,2013-02-21,2013-02-22,1
983,851,2013-05-13,2013-05-13,1
984,851,2013-05-17,2013-05-17,1
985,852,2013-03-04,2013-03-05,1
986,856,2013-05-27,2013-05-27,1
987,861,2014-03-19,2014-03-22,1
988,861,2014-03-19,2014-03-22,1
989,864,2015-02-09,2015-02-09,1
1351,864,2018-03-13,2018-03-13,1
990,866,2013-10-08,2013-10-14,1
991,866,2013-10-16,2013-10-31,1
992,866,2013-11-01,2013-11-30,1
993,867,2014-01-24,2014-01-24,1
995,867,2014-01-24,2014-01-24,1
994,867,2014-03-31,2014-04-02,1
996,867,2014-03-31,2014-04-02,1
997,869,2014-02-07,2014-02-07,1
998,873,2013-10-01,2013-10-04,1
999,875,2013-09-02,2013-09-10,1
1000,880,2014-11-23,2014-11-26,1
1001,880,2014-12-15,2014-12-15,1
1002,880,2015-01-29,2015-01-30,1
1003,880,2015-03-31,2015-03-31,1
1004,880,2016-02-15,2016-02-29,1
1005,880,2016-03-01,2016-06-13,1
1006,880,2016-06-14,2016-06-30,1
1202,880,2016-09-07,2016-09-08,1
1203,880,2016-10-05,2016-10-07,1
1204,880,2016-10-19,2016-10-19,1
1205,880,2016-11-30,2016-11-30,1
1007,887,2013-12-05,2013-12-05,1
1008,887,2014-02-17,2014-02-17,1
1009,888,2013-10-01,2013-10-02,1
1012,888,2013-10-01,2013-10-02,1
1017,888,2013-10-01,2013-10-02,1
1010,888,2013-11-25,2013-11-27,1
1013,888,2013-11-25,2013-11-27,1
1018,888,2013-11-25,2013-11-27,1
1011,888,2013-12-05,2013-12-05,1
1014,888,2013-12-05,2013-12-05,1
1019,888,2013-12-05,2013-12-05,1
1015,888,2014-12-15,2014-12-15,1
1016,888,2015-03-23,2015-03-25,1
1020,889,2014-06-12,2014-06-13,1
1206,889,2017-01-19,2017-01-20,1
1021,893,2013-10-17,2013-10-18,1
1022,893,2014-01-24,2014-01-24,1
1023,893,2014-02-04,2014-02-07,1
1024,894,2013-10-08,2013-10-08,1
1025,894,2013-10-10,2013-10-10,1
1493,899,2019-03-20,2019-03-20,1
1026,900,2013-11-25,2013-11-25,1
1027,900,2013-11-25,2013-11-25,1
1028,901,2014-04-20,2014-06-30,1
1494,902,2019-06-03,2019-06-06,1
1159,904,2016-10-04,2016-10-07,1
1160,904,2016-11-17,2016-11-20,1
1161,904,2017-05-15,2017-05-19,1
1322,904,2017-09-11,2017-12-24,2
1323,904,2018-01-08,2018-04-07,1
1472,904,2019-01-14,2019-01-25,1
1473,904,2019-01-26,2019-02-08,1
1029,910,2015-01-29,2015-01-30,1
1030,911,2014-11-05,2014-11-05,1
1131,913,2016-10-21,2016-10-21,1
1132,913,2016-11-25,2016-11-25,1
1133,913,2017-01-26,2017-01-26,1
1031,918,2014-10-27,2014-11-28,1
1032,918,2014-12-15,2014-12-15,1
1033,918,2016-02-01,2016-02-03,1
1034,918,2016-02-04,2016-02-05,1
1035,919,2015-01-19,2015-01-21,1
1036,919,2015-12-14,2015-12-14,1
1037,919,2016-01-21,2016-01-22,1
1162,919,2016-09-12,2016-09-16,1
1163,919,2016-09-19,2016-09-23,1
1341,919,2018-01-29,2018-01-29,1
1343,919,2018-01-31,2018-01-31,1
1038,920,2013-09-30,2013-10-07,1
1039,920,2014-05-16,2014-05-16,1
1040,920,2014-10-13,2014-10-15,1
1041,920,2014-12-15,2014-12-15,1
1042,920,2015-11-25,2015-11-27,1
1043,920,2016-02-01,2016-02-03,1
1044,925,2014-12-15,2014-12-15,1
1045,925,2015-01-26,2015-01-26,1
1112,925,2015-12-21,2016-04-03,2
1336,925,2017-12-10,2018-03-24,2
1346,925,2018-03-25,2018-06-30,1
1048,926,2014-12-15,2014-12-15,1
1047,926,2015-02-09,2015-02-11,1
1049,926,2015-12-01,2015-12-02,1
1050,926,2016-02-02,2016-02-02,1
1338,926,2017-12-18,2017-12-18,1
1344,926,2018-02-20,2018-02-21,1
1424,926,2018-05-29,2018-05-29,1
1051,927,2013-10-17,2013-10-18,1
1052,927,2013-10-17,2013-10-18,1
1053,928,2014-02-04,2014-02-07,1
1054,935,2014-02-24,2014-02-28,1
1055,935,2014-03-04,2014-03-04,1
1056,939,2014-04-22,2014-05-04,1
1057,949,2014-09-25,2014-09-26,1
1058,949,2014-09-25,2014-12-26,1
1059,952,2015-01-23,2015-01-27,1
1061,952,2015-01-23,2015-01-27,1
1060,952,2015-03-13,2015-03-13,1
1062,952,2015-03-13,2015-03-13,1
1128,952,2016-10-05,2016-10-06,1
1129,952,2016-10-26,2016-10-27,1
1130,952,2016-12-13,2016-12-16,1
1063,955,2014-06-05,2014-06-06,1
1064,960,2015-01-19,2015-01-23,1
1065,961,2014-11-06,2014-11-07,1
1066,966,2015-02-21,2015-02-27,1
1067,967,2015-01-27,2015-01-30,1
1068,968,2014-12-01,2014-12-04,1
1069,969,2015-01-13,2015-01-13,1
1070,970,2014-11-24,2014-11-28,1
1071,970,2014-12-15,2014-12-15,1
1073,970,2015-02-02,2015-02-06,1
1072,970,2015-02-26,2015-02-27,1
1074,972,2015-02-09,2015-02-10,1
1330,974,2017-12-14,2017-12-15,1
1075,976,2015-02-26,2015-02-26,1
1076,976,2015-02-26,2015-02-26,1
1077,977,2014-11-10,2014-11-11,1
1078,977,2014-12-11,2014-12-12,1
1079,977,2015-03-30,2015-03-31,1
1080,977,2015-03-30,2015-03-31,1
1332,977,2018-02-26,2018-02-26,1
1081,978,2015-03-10,2015-03-13,1
1196,986,2016-09-06,2016-09-09,1
1197,986,2016-11-07,2016-11-22,1
1198,986,2017-01-10,2017-01-10,1
1199,986,2017-01-31,2017-02-02,1
1200,986,2017-04-26,2017-04-26,1
1201,986,2017-05-02,2017-06-30,1
1468,986,2019-01-17,2019-01-18,1
1469,986,2019-02-15,2019-02-18,1
1470,986,2019-03-12,2019-03-13,1
1082,987,2015-01-15,2015-01-22,1
1083,988,2014-12-15,2014-12-15,1
1084,989,2015-02-03,2015-02-05,1
1085,990,2015-03-05,2015-03-05,1
1404,994,2018-02-19,2018-03-26,1
1405,994,2018-03-27,2018-07-09,2
1125,1001,2016-10-25,2016-10-26,1
1126,1001,2016-12-05,2016-12-06,1
1127,1001,2017-04-19,2017-04-19,1
1352,1001,2017-11-30,2017-11-30,1
1353,1001,2018-01-08,2018-01-12,1
1354,1001,2018-03-01,2018-03-01,1
1412,1001,2018-03-26,2018-03-29,1
1086,1003,2015-02-06,2015-02-10,1
1171,1012,2016-09-21,2016-09-22,1
1520,1013,2018-12-04,2018-12-07,1
1521,1013,2019-03-20,2019-03-20,1
1522,1013,2019-06-13,2019-06-13,1
1087,1017,2015-06-22,2015-06-23,1
1088,1020,2016-01-11,2016-01-13,1
1426,1020,2016-10-05,2016-10-07,1
1427,1020,2016-11-22,2016-11-23,1
1428,1020,2017-03-10,2017-03-13,1
1327,1020,2018-03-22,2018-03-23,1
1479,1020,2018-09-26,2018-10-08,1
1480,1020,2018-11-13,2018-11-16,1
1481,1020,2018-12-10,2019-03-24,2
1482,1020,2019-03-25,2019-04-30,1
1089,1021,2016-02-22,2016-02-26,1
1090,1023,2016-02-01,2016-02-05,1
1091,1024,2015-11-09,2015-11-09,1
1092,1024,2016-01-14,2016-01-14,1
1183,1028,2016-11-14,2016-11-14,1
1184,1028,2017-01-24,2017-01-24,1
1185,1028,2017-05-05,2017-05-19,1
1400,1028,2018-03-05,2018-03-07,1
1117,1032,2016-11-24,2016-11-25,1
1118,1032,2016-12-20,2016-12-23,1
1119,1032,2017-01-19,2017-01-20,1
1120,1032,2017-03-22,2017-03-22,1
1347,1032,2017-11-09,2017-11-10,1
1348,1032,2017-12-07,2018-03-23,1
1140,1038,2016-12-12,2016-12-12,1
1141,1038,2017-01-10,2017-01-10,1
1359,1038,2018-01-16,2018-02-06,1
1360,1038,2018-02-07,2018-02-09,1
1361,1040,2017-10-25,2017-10-25,1
1362,1043,2017-12-01,2017-12-01,1
1363,1043,2017-12-08,2017-12-22,1
1531,1047,2018-12-13,2019-01-13,1
1532,1047,2019-01-14,2019-02-03,1
1533,1047,2019-05-06,2019-05-06,1
1144,1049,2016-11-30,2016-12-03,1
1145,1049,2016-12-20,2016-12-26,1
1556,1049,2018-09-24,2018-09-28,1
1557,1049,2018-11-21,2018-11-22,1
1558,1049,2019-02-07,2019-02-07,1
1559,1049,2019-02-14,2019-02-15,1
1560,1049,2019-03-29,2019-03-29,1
1561,1049,2019-05-09,2019-05-09,1
1167,1051,2016-09-14,2016-09-16,1
1168,1051,2016-10-24,2016-10-26,1
1169,1051,2016-12-05,2016-12-16,1
1093,1052,2016-02-02,2016-02-02,1
1094,1053,2016-02-01,2016-02-05,1
1095,1053,2016-03-03,2016-03-04,1
1213,1058,2017-01-30,2017-01-31,1
1374,1058,2017-11-13,2017-11-17,1
1386,1068,2016-03-07,2016-03-08,1
1387,1068,2016-05-23,2016-05-23,1
1388,1068,2016-06-21,2016-06-22,1
1155,1068,2017-01-30,2017-01-30,1
1375,1068,2017-09-18,2017-09-19,1
1376,1068,2018-01-08,2018-01-09,1
1503,1068,2019-01-31,2019-02-01,1
1207,1070,2016-10-20,2016-10-25,1
1188,1080,2016-10-17,2016-10-17,1
1437,1080,2018-02-19,2018-02-19,1
1438,1080,2018-03-05,2018-03-05,1
1439,1080,2018-03-29,2018-03-29,1
1180,1086,2017-04-24,2017-04-28,1
1179,1086,2017-05-03,2017-05-05,1
1259,1086,2017-10-12,2017-10-12,1
1310,1086,2018-01-11,2018-02-09,1
1331,1086,2018-02-12,2018-06-12,1
1174,1087,2016-09-16,2016-09-16,1
1173,1087,2016-09-27,2016-09-28,1
1175,1087,2017-01-27,2017-01-27,1
1176,1087,2017-03-17,2017-03-17,1
1177,1087,2017-03-22,2017-03-22,1
1178,1087,2017-03-24,2017-03-24,1
1139,1093,2016-11-10,2016-11-10,1
1096,1094,2016-03-11,2016-03-25,1
1158,1098,2016-11-29,2016-12-01,1
1156,1098,2017-05-15,2017-05-15,1
1320,1098,2017-11-18,2017-11-26,1
1425,1098,2018-03-27,2018-03-30,1
1459,1098,2018-10-04,2018-10-04,1
1460,1098,2018-10-22,2018-10-23,1
1461,1098,2018-11-13,2018-11-13,1
1462,1098,2019-01-11,2019-01-11,1
1463,1098,2019-01-15,2019-01-18,1
1464,1098,2019-03-15,2019-03-15,1
1328,1101,2018-01-11,2018-01-12,1
1329,1101,2018-02-02,2018-02-09,1
1217,1102,2017-06-16,2017-06-16,1
1218,1102,2017-06-23,2017-06-23,1
1210,1108,2017-01-12,2017-01-24,1
1211,1108,2017-01-25,2017-02-14,1
1212,1108,2017-02-15,2017-02-23,1
1214,1109,2016-11-28,2016-11-29,1
1215,1109,2017-02-14,2017-02-17,1
1390,1115,2017-10-10,2017-10-10,1
1430,1115,2018-03-02,2018-03-02,1
1181,1117,2016-09-07,2016-09-09,1
1124,1117,2017-03-21,2017-03-22,1
1349,1117,2017-12-01,2017-12-01,1
1350,1117,2018-02-05,2018-02-07,1
1411,1117,2018-05-03,2018-05-04,1
1539,1117,2018-09-27,2018-09-27,1
1540,1117,2018-11-15,2018-11-16,1
1541,1117,2018-11-20,2018-11-25,1
1542,1117,2018-11-26,2018-12-02,1
1186,1118,2016-11-18,2016-11-18,1
1187,1120,2017-01-30,2017-02-01,1
1401,1120,2018-03-07,2018-03-09,1
1435,1120,2018-05-15,2018-05-15,1
1189,1122,2017-03-23,2017-03-29,1
1172,1123,2017-01-20,2017-01-23,1
1447,1123,2019-03-20,2019-03-20,1
1209,1130,2017-01-24,2017-01-27,1
1324,1135,2018-01-24,2018-01-24,1
1325,1135,2018-02-19,2018-03-02,1
1326,1135,2018-03-03,2018-03-16,1
1134,1139,2016-10-12,2016-10-12,1
1135,1139,2016-10-27,2016-10-28,1
1136,1139,2016-11-22,2016-11-22,1
1137,1139,2017-01-23,2017-01-23,1
1138,1139,2017-03-22,2017-03-31,1
1358,1140,2018-01-08,2018-01-19,1
1549,1140,2018-12-18,2018-12-18,1
1146,1142,2016-10-24,2016-10-26,1
1147,1142,2016-11-14,2017-01-31,1
1143,1143,2017-03-30,2017-03-30,1
1555,1143,2019-04-29,2019-04-29,1
1152,1144,2016-12-16,2016-12-16,1
1153,1144,2017-02-06,2017-02-06,1
1366,1144,2017-12-21,2017-12-21,1
1142,1148,2017-01-26,2017-01-26,1
1554,1148,2019-05-24,2019-05-24,1
1182,1154,2017-01-31,2017-02-03,1
1395,1154,2017-10-09,2017-10-13,1
1396,1154,2017-11-06,2017-11-08,1
1397,1154,2017-11-09,2017-11-10,1
1433,1154,2018-01-15,2018-01-15,1
1398,1154,2018-03-02,2018-03-09,1
1434,1154,2018-04-25,2018-04-25,1
1486,1154,2019-03-10,2019-03-20,1
1107,1159,2011-01-25,2011-01-28,2
1106,1159,2011-05-09,2011-05-10,2
1105,1159,2011-10-11,2011-10-14,2
1508,1269,2019-03-20,2019-03-20,1
1507,1269,2019-04-03,2019-04-03,1
1514,1334,2019-01-22,2019-01-23,1
1515,1334,2019-05-20,2019-05-24,1
1369,1338,2018-02-06,2018-02-06,1
1321,1339,2018-01-17,2018-01-19,1
1465,1339,2019-01-22,2019-01-23,1
1466,1339,2019-03-13,2019-03-22,1
1467,1339,2019-03-23,2019-03-29,1
1370,1341,2017-09-20,2017-10-08,1
1371,1341,2017-10-09,2017-10-13,1
1372,1341,2017-10-14,2017-10-27,1
1373,1341,2017-12-19,2017-12-19,1
1506,1341,2019-02-21,2019-02-22,1
1377,1342,2017-10-24,2017-10-26,1
1378,1342,2017-12-06,2017-12-10,1
1379,1342,2018-01-18,2018-01-18,1
1380,1342,2018-01-23,2018-01-24,1
1417,1342,2018-04-16,2018-06-30,2
1337,1348,2017-12-11,2017-12-11,1
1339,1348,2018-01-08,2018-01-10,1
1523,1348,2018-02-18,2019-03-01,1
1422,1348,2018-02-26,2018-03-02,1
1524,1348,2018-11-05,2019-02-17,2
1525,1348,2019-03-11,2019-06-30,1
1334,1349,2017-10-03,2017-10-03,1
