id,educational_function_id,employee_id,seniority_days,total_seniority_days,isTadd
800,3,603,26.0,38.0,0
803,1,604,95.5,95.5,0
801,4,604,133.5,133.5,0
802,3,604,36.5,36.5,0
804,3,605,15.0,15.0,0
805,3,606,40.0,40.0,0
806,1,607,1.0,1.0,0
807,1,608,1.0,1.0,0
1571,7,609,86.5,86.5,0
808,9,609,1234.5,1332.5,0
809,1,610,112.0,112.0,0
810,3,610,522.0,528.0,0
811,1,611,5.0,5.0,0
812,1,612,88.0,91.0,0
813,1,613,21.0,21.0,0
814,1,614,2.0,2.0,0
815,1,615,93.0,93.0,0
816,3,616,22.0,22.0,0
817,1,617,17.0,17.0,0
818,1,618,12.0,12.0,0
820,1,619,219.0,219.0,0
819,3,619,486.0,498.0,0
821,9,619,90.0,94.0,0
822,1,620,271.0,303.0,0
823,3,620,271.0,303.0,0
824,3,621,2120.0,2123.0,1
825,9,621,151.0,151.5,0
826,11,622,291.0,291.0,0
827,11,623,6.0,6.0,0
828,22,623,15.0,15.0,0
829,17,624,151.5,151.5,0
830,17,625,315.0,315.0,0
831,11,625,152.0,152.0,0
832,18,626,303.5,303.5,0
833,1,627,1.0,1.0,0
834,1,628,1.0,1.0,0
835,1,629,603.0,603.0,0
836,3,630,400.0,400.0,0
837,1,631,1.0,1.0,0
841,7,632,50.5,50.5,0
838,1,632,1241.5,1243.0,1
840,3,632,237.5,239.0,0
839,9,632,54.0,54.0,0
842,3,633,52.0,52.0,0
843,9,633,18.5,18.5,0
844,3,634,4.0,4.0,0
845,1,635,3.0,3.0,0
846,3,636,78.0,78.0,0
848,1,637,151.5,151.5,0
847,3,637,841.0,841.0,0
852,7,638,173.5,183.0,0
851,8,638,142.5,152.0,0
853,1,638,294.0,303.5,0
849,3,638,891.0,910.0,0
850,9,638,142.5,152.0,0
854,3,639,303.0,303.0,0
855,3,640,151.5,151.5,0
856,1,641,574.0,575.0,0
857,3,641,25.0,25.0,0
863,7,642,876.5,882.0,1
862,8,642,751.0,758.0,1
858,1,642,321.5,324.5,0
859,4,642,1012.0,1032.0,1
861,3,642,534.5,541.5,0
860,9,642,248.0,248.0,0
864,7,643,182.5,182.5,0
865,3,643,151.5,151.5,0
866,1,644,1.0,1.0,0
867,3,645,265.0,266.0,0
868,3,646,50.0,50.0,0
869,7,647,57.5,57.5,0
871,1,648,115.0,115.0,0
870,9,648,57.5,57.5,0
872,3,649,857.0,910.0,0
873,7,650,1071.0,1096.0,0
875,8,650,150.5,151.5,0
874,9,650,55.5,56.5,0
877,1,651,47.0,47.0,0
876,3,651,1.0,1.0,0
878,3,652,15.0,15.0,0
879,3,653,6.0,6.0,0
881,11,654,1337.0,1337.0,1
880,9,654,301.5,303.5,0
882,1,655,26.0,27.0,0
883,4,656,22.5,22.5,0
884,1,657,291.0,294.0,0
885,3,658,79.0,79.0,0
886,1,659,37.5,37.5,0
887,3,660,12.0,12.0,0
888,17,661,249.0,249.0,0
890,1,662,36.0,36.0,0
889,3,662,324.0,337.0,0
891,3,663,416.0,416.0,0
1865,1,664,33.0,33.0,0
892,18,664,128.0,128.0,0
2045,3,664,278.0,280.0,0
893,10,665,226.0,226.0,0
894,11,665,0.0,0.0,0
895,17,666,158.0,158.0,0
897,1,667,165.0,172.0,0
896,3,667,60.5,61.5,0
898,9,667,53.5,54.5,0
901,7,668,5.0,5.0,0
899,1,668,33.0,33.0,0
900,3,668,13.0,13.0,0
903,1,669,173.0,182.5,0
904,4,669,340.0,347.0,0
902,3,669,758.0,781.5,0
905,9,669,150.0,151.5,0
906,1,670,66.0,66.0,0
910,10,670,24.0,24.0,0
908,4,670,416.5,475.5,0
907,11,670,91.0,91.0,0
909,9,670,111.0,152.0,0
911,1,671,251.0,251.0,0
912,9,671,57.0,57.0,0
914,1,672,12.0,12.0,0
913,4,672,19.0,19.0,0
915,1,673,6.0,6.0,0
916,9,673,6.0,6.0,0
917,4,674,2.0,2.0,0
918,1,675,228.0,228.0,0
919,3,676,509.0,513.5,0
921,1,677,16.0,16.0,0
920,3,677,3.0,3.0,0
922,3,678,4.0,4.0,0
924,1,679,47.0,47.0,0
923,3,679,238.0,238.0,0
925,3,680,369.0,386.0,0
926,3,681,1.0,1.0,0
927,17,682,1719.0,1729.0,1
928,10,683,106.0,106.0,0
1759,11,683,1033.0,1033.0,1
929,23,684,189.5,212.5,0
1803,17,685,1033.0,1033.0,1
930,9,685,151.5,151.5,0
931,7,686,0.0,0.0,0
1778,11,686,1033.0,1033.0,1
932,7,687,26.5,26.5,0
934,23,687,26.5,26.5,0
933,9,687,26.5,26.5,0
935,3,688,8.0,8.0,0
1818,18,689,1033.0,1033.0,1
936,9,689,150.0,152.0,0
937,3,690,31.0,31.0,0
938,1,691,3.0,3.0,0
940,8,692,151.5,151.5,0
939,1,692,1202.0,1214.0,1
2009,1,693,509.0,522.0,0
2049,4,693,146.0,151.5,0
941,3,693,520.5,526.0,0
942,1,694,1412.0,1811.0,1
943,3,695,37.0,37.0,0
945,1,696,5.0,5.0,0
944,3,696,7.0,7.0,0
946,10,697,164.0,164.0,0
947,22,698,152.0,152.0,0
948,18,699,152.0,152.0,0
951,8,700,50.5,52.5,0
950,4,700,187.0,187.0,0
949,3,700,958.0,1013.0,1
953,9,700,30.5,30.5,0
955,8,701,164.5,164.5,0
954,3,701,1496.0,1497.0,1
956,9,701,129.5,129.5,0
957,3,702,2.0,2.0,0
958,1,703,49.0,50.0,0
961,8,704,151.5,151.5,0
1649,1,704,1033.0,1033.0,0
959,3,704,853.0,854.0,0
960,9,704,151.5,151.5,0
966,7,705,7.0,7.0,0
964,1,705,160.0,160.0,0
962,4,705,780.0,781.0,1
963,3,705,340.0,340.0,0
965,9,705,174.5,174.5,0
967,3,706,1364.0,1517.0,1
968,3,707,2.0,2.0,0
969,22,708,226.0,230.0,0
971,7,709,41.5,41.5,0
970,22,709,1022.0,1025.0,1
973,7,710,228.0,228.0,0
974,8,710,151.5,151.5,0
1800,17,710,1033.0,1033.0,1
972,9,710,182.0,182.0,0
975,17,711,2.5,2.5,0
977,10,712,149.0,152.0,0
976,11,712,422.0,432.0,0
978,22,713,572.5,573.0,0
979,11,714,757.0,758.5,0
1812,22,714,1033.0,1033.0,1
981,10,715,49.0,50.0,0
980,11,715,287.0,290.0,0
982,17,716,238.5,258.5,0
983,11,717,302.0,303.0,0
984,18,718,1193.5,1209.5,1
985,9,718,268.5,273.0,0
986,11,719,60.0,60.0,0
987,18,720,255.5,257.0,0
989,1,721,8.0,8.0,0
990,10,721,2.0,2.0,0
988,11,721,1211.0,1216.0,1
991,11,722,152.0,152.0,0
992,1,723,41.0,41.0,0
993,4,723,76.5,76.5,0
994,3,723,42.0,42.0,0
995,4,724,33.0,33.0,0
996,3,724,6.0,6.0,0
997,3,725,3.0,3.0,0
998,3,726,9.0,9.0,0
999,3,727,2.0,2.0,0
1000,1,728,75.0,75.0,0
1001,3,728,59.5,59.5,0
1002,3,729,104.0,104.0,0
1003,7,730,42.0,42.0,0
1004,4,731,9.0,9.0,0
1005,1,732,1.0,1.0,0
1006,1,733,1.0,1.0,0
1007,1,734,73.0,73.5,0
1008,3,734,102.0,102.5,0
1009,1,735,1.0,1.0,0
1010,3,736,583.0,588.0,0
1011,22,737,46.0,46.0,0
1013,10,738,295.0,303.0,0
1012,11,738,225.5,229.5,0
1015,1,739,113.5,120.5,0
1014,10,739,172.0,172.0,0
1562,3,739,106.0,110.0,0
1572,11,739,39.0,40.0,0
1869,9,739,20.0,22.0,0
1016,22,740,28.0,28.0,0
1017,22,741,30.0,30.0,0
1018,10,742,331.0,333.0,0
1019,11,743,221.0,221.0,0
1020,17,744,13.0,13.0,0
1021,4,745,20.0,34.0,0
1022,4,746,12.0,12.0,0
1023,3,746,37.0,37.0,0
1024,4,747,102.0,102.0,0
1025,9,747,40.0,40.0,0
1026,1,748,434.0,435.0,0
1027,4,748,38.0,38.0,0
1028,1,749,475.0,477.0,0
1029,11,749,7.0,7.0,0
1030,7,750,61.0,61.0,0
1032,5,751,275.0,275.0,0
1031,3,751,776.5,816.5,1
1033,3,752,25.0,25.0,0
1034,3,753,76.0,76.0,0
1035,11,754,173.0,173.0,0
1036,11,755,172.0,172.5,0
1037,11,756,68.0,68.0,0
1038,11,757,32.0,32.0,0
1039,11,758,5.0,5.0,0
1040,2,759,582.0,583.5,0
1041,3,760,98.0,98.0,0
1042,1,761,624.0,780.0,0
1044,1,762,116.0,116.0,0
1045,4,762,17.0,17.0,0
1043,3,762,72.0,72.0,0
1046,11,763,0.0,0.0,0
1047,18,764,40.5,40.5,0
1048,3,765,1627.0,1639.0,1
1049,3,766,1564.0,1571.0,1
1050,1,767,26.0,26.0,0
1051,3,768,86.0,86.0,0
1052,3,769,604.0,606.0,0
1053,7,770,278.0,278.0,0
1055,1,771,174.0,174.0,0
1054,3,771,1213.0,1213.0,1
1056,7,772,56.0,56.0,0
1057,1,773,606.0,606.0,0
1058,4,773,151.5,151.5,0
1059,1,774,603.0,606.0,0
1060,8,775,259.5,288.0,0
1061,1,775,260.5,289.0,0
1062,9,775,136.5,136.5,0
1063,3,776,77.0,77.0,0
1064,11,777,301.0,303.0,0
1065,17,778,17.0,17.0,0
1066,11,779,804.5,808.0,1
1067,7,780,38.5,38.5,0
1068,8,780,151.5,151.5,0
1069,17,781,28.0,28.0,0
1072,7,782,147.5,147.5,0
1070,22,782,879.5,879.5,1
1071,9,782,243.5,243.5,0
1073,11,783,286.0,287.0,0
1074,11,784,1.0,1.0,0
1075,18,785,4.5,4.5,0
1076,11,786,874.0,909.0,1
1077,9,786,151.5,151.5,0
1078,11,787,534.5,539.5,0
1079,19,788,1167.0,1213.0,1
1081,7,789,109.0,109.0,0
1083,1,789,329.0,330.0,0
1080,3,789,161.5,161.5,0
1082,9,789,118.0,118.0,0
1084,3,790,106.0,106.0,0
1085,3,791,204.0,204.0,0
1086,3,792,1.0,1.0,0
1088,7,793,182.5,182.5,0
1090,8,793,151.5,151.5,0
1091,1,793,151.5,151.5,0
1087,3,793,606.0,606.0,0
1089,9,793,303.0,303.0,0
1092,3,794,1.0,1.0,0
1094,8,795,303.0,303.0,0
1093,1,795,606.0,606.0,0
1095,9,795,303.0,303.0,0
1096,1,796,266.0,266.0,0
1097,1,797,15.0,15.0,0
1100,8,798,151.5,151.5,0
1098,1,798,606.0,606.0,0
1099,9,798,151.5,151.5,0
1101,1,799,1.0,1.0,0
1102,1,800,301.0,301.0,0
1103,1,801,186.0,424.0,0
1104,1,802,2.5,2.5,0
1105,3,803,1504.0,1514.0,1
1106,1,804,479.0,491.0,0
1107,3,805,465.0,491.0,0
1108,1,806,41.0,41.0,0
1109,3,806,41.0,41.0,0
1110,3,807,47.0,47.0,0
1111,1,808,487.0,491.0,0
1112,3,809,28.0,28.0,0
1113,8,810,151.5,151.5,0
1701,9,810,1306.5,1306.5,1
1114,3,811,303.0,303.0,0
1115,22,812,147.5,147.5,0
1116,11,813,14.0,14.0,0
1117,22,814,10.5,10.5,0
1118,2,815,1017.5,1021.0,1
1119,17,816,111.5,112.0,0
1120,22,817,90.5,90.5,0
1121,11,818,1213.0,1213.0,1
1122,18,819,839.0,966.0,1
1123,23,820,189.5,242.0,0
1124,11,821,601.0,619.0,0
1125,10,822,1378.0,1379.0,1
1126,11,822,909.5,909.5,0
1127,22,823,242.0,242.0,0
1129,18,825,69.0,69.0,0
1130,11,826,242.0,242.0,0
1131,18,827,33.0,33.0,0
1132,18,828,368.5,374.5,0
1134,3,829,119.0,119.0,0
1133,11,829,18.5,18.5,0
1135,11,830,42.0,45.0,0
1136,11,831,1576.0,1576.0,1
1137,7,832,334.0,334.0,0
1802,17,832,1033.0,1033.0,1
1139,7,833,118.5,118.5,0
1138,1,833,87.0,87.0,0
1738,3,833,1033.0,1033.0,1
1140,1,834,617.0,625.0,0
1142,4,834,149.5,151.5,0
1141,3,834,199.5,201.5,0
1143,1,835,38.5,38.5,0
1144,3,836,49.0,49.0,0
1145,3,837,6.0,6.0,0
1146,1,838,19.0,19.0,0
1147,1,839,156.0,158.0,0
1148,1,840,95.0,96.5,0
1149,3,841,53.0,53.0,0
1150,3,842,143.0,143.0,0
1151,3,843,163.0,175.0,0
1152,3,844,1204.0,1213.0,1
1154,5,845,106.0,108.0,0
1153,3,845,132.5,134.5,0
1155,3,846,132.0,132.0,0
1156,1,847,84.5,87.5,0
1157,9,847,169.0,175.0,0
1158,3,848,484.0,484.0,0
1160,1,849,2.5,2.5,0
1159,3,849,89.0,89.0,0
1161,3,850,23.0,27.5,0
1162,3,851,114.0,118.0,0
1164,1,852,17.5,17.5,0
1163,3,852,32.5,34.5,0
1165,3,853,8.0,8.0,0
1166,3,854,18.0,18.0,0
1167,3,855,3.0,3.0,0
1168,3,856,76.0,77.0,0
1169,1,857,18.5,18.5,0
1170,1,858,1.0,1.0,0
1171,3,859,11.0,11.0,0
1172,3,860,20.0,20.0,0
1174,8,861,149.5,151.5,0
1173,1,861,309.0,313.0,0
1175,2,862,41.0,41.0,0
1176,3,863,10.0,10.0,0
2067,10,864,151.5,151.5,0
1698,4,864,1033.0,1033.0,1
1177,11,864,882.0,883.0,1
1849,7,865,1033.0,1033.0,1
1178,8,865,151.5,151.5,0
1810,21,865,1033.0,1033.0,1
1179,9,865,303.0,303.0,0
1180,17,866,125.0,151.5,0
1181,10,867,252.5,256.5,0
1182,11,867,176.0,178.0,0
1183,8,868,151.5,151.5,0
1184,11,869,249.0,250.0,0
1185,10,870,151.5,151.5,0
1186,22,870,303.0,303.0,0
1187,17,871,910.0,910.0,1
1188,22,872,151.5,151.5,0
1189,11,873,906.0,910.0,1
1190,9,873,152.0,152.0,0
1191,11,874,110.0,110.0,0
1192,1,875,294.0,303.0,0
1193,7,876,182.5,182.5,0
1194,1,876,303.0,303.0,0
1195,9,876,151.5,151.5,0
1196,3,877,37.0,37.0,0
1197,3,878,1.0,1.0,0
1198,9,878,9.0,9.0,0
1200,8,879,2.5,2.5,0
1199,3,879,16.5,16.5,0
1202,1,880,24.5,24.5,0
1201,3,880,868.0,1013.0,1
1203,3,881,109.0,109.0,0
1204,11,881,71.5,71.5,0
1205,3,882,121.0,121.0,0
1206,3,883,1.0,1.0,0
1207,3,884,21.0,21.0,0
1208,1,885,5.0,5.0,0
1209,8,886,151.5,151.5,0
1210,1,887,1132.5,1134.5,1
1211,8,888,148.5,151.5,0
1212,3,888,900.0,910.0,1
1213,9,888,148.5,151.5,0
1215,1,889,30.5,30.5,0
1217,10,889,152.0,152.0,0
1214,3,889,563.0,567.0,0
1216,11,889,361.5,361.5,0
1218,2,890,33.0,33.0,0
1720,3,891,1033.0,1033.0,1
1219,9,891,151.5,151.5,0
1729,1,892,1033.0,1033.0,1
1220,3,892,454.5,454.5,0
1221,1,893,169.0,176.0,0
1222,3,894,301.0,303.0,0
1223,7,895,11.0,11.0,0
1224,8,895,5.5,5.5,0
1225,3,896,17.0,17.0,0
1226,9,896,8.5,8.5,0
1227,3,897,303.0,303.0,0
1228,11,897,20.0,20.0,0
1229,3,898,19.0,19.0,0
1230,3,899,1795.5,1796.5,1
1231,9,899,74.0,74.0,0
1235,7,900,2.0,2.0,0
1234,5,900,55.0,55.0,0
1232,3,900,198.5,199.5,0
1233,9,900,110.5,111.0,0
1236,3,901,838.0,910.0,1
1237,1,902,808.0,808.0,1
1238,3,902,152.0,152.0,0
1239,7,903,182.5,182.5,0
1965,7,904,229.5,332.5,0
1969,8,904,245.0,303.0,0
1242,1,904,370.0,383.0,0
1240,3,904,891.0,897.5,1
1241,9,904,757.0,808.5,1
1244,1,905,41.5,41.5,0
1243,3,905,203.0,203.0,0
1245,7,906,63.5,63.5,0
1246,8,906,35.0,35.0,0
1247,9,906,35.0,35.0,0
1248,11,907,168.5,168.5,0
1250,10,908,151.0,151.0,0
1249,11,908,301.0,301.0,0
1251,11,909,96.0,96.0,0
1252,11,910,741.0,743.0,1
1253,9,910,144.0,144.0,0
1255,8,911,130.0,130.5,0
1256,10,911,281.5,282.0,0
2040,3,911,0.0,0.0,0
1254,11,911,1193.5,1194.5,1
1257,9,911,433.5,434.0,0
1259,1,912,6.0,6.0,0
1258,10,912,352.0,352.0,0
1260,18,913,776.5,776.5,1
1261,18,914,136.5,136.5,0
1262,18,915,935.5,935.5,1
1263,19,916,35.0,35.0,0
1264,1,917,4.0,4.0,0
1265,1,918,871.0,910.0,1
1266,9,918,28.0,30.5,0
1267,3,919,778.0,784.0,1
1268,11,919,33.0,33.0,0
1269,1,920,891.0,910.0,1
1270,7,921,182.5,182.5,0
1271,8,921,151.5,151.5,0
1648,1,921,1033.0,1033.0,1
1661,9,921,1033.0,1033.0,1
1272,1,922,455.0,455.0,0
1639,3,922,1033.0,1033.0,1
1273,4,923,47.5,47.5,0
1274,1,924,303.0,303.0,0
1275,3,925,1025.0,1125.0,1
1276,3,926,903.0,910.0,1
1278,8,927,25.5,26.5,0
1277,1,927,148.0,150.0,0
1279,1,928,40.0,44.0,0
1280,1,929,2.0,2.0,0
1282,8,930,2.5,2.5,0
1281,3,930,16.5,16.5,0
1284,8,931,23.0,23.0,0
1283,3,931,26.5,26.5,0
1285,3,932,50.0,50.0,0
1286,5,933,32.0,32.0,0
1287,11,933,2.0,2.0,0
1288,1,934,89.0,89.0,0
1289,1,935,97.5,100.5,0
1555,7,936,68.0,68.0,0
1556,1,936,68.0,68.0,0
1290,3,936,499.5,499.5,0
1557,9,936,68.0,68.0,0
1291,3,937,173.0,173.0,0
1292,2,938,8.5,8.5,0
1293,17,939,35.0,48.0,0
1295,3,940,63.0,63.0,0
1294,11,940,9.0,9.0,0
1296,18,941,121.0,121.0,0
1297,1,942,53.0,53.0,0
1298,1,943,1024.5,1024.5,1
1299,3,943,26.5,26.5,0
1300,9,943,17.5,17.5,0
1301,7,944,16.5,16.5,0
1302,22,944,122.0,122.0,0
1303,9,944,16.5,16.5,0
1304,11,945,40.0,40.0,0
1305,11,946,5.0,5.0,0
1306,11,947,93.0,93.0,0
1309,7,948,271.5,271.5,0
1307,11,948,5.0,5.0,0
1308,22,948,1154.0,1154.0,1
1310,10,949,206.5,253.0,0
1311,11,949,514.0,607.0,0
1312,17,950,164.5,164.5,0
1313,17,951,51.5,51.5,0
1315,11,952,297.0,303.0,0
1314,22,952,487.5,490.5,0
1316,1,953,29.0,29.0,0
1317,3,954,70.5,70.5,0
1318,2,955,89.5,91.5,0
1319,1,956,57.0,57.0,0
1321,8,957,151.5,151.5,0
1626,1,957,1033.0,1033.0,1
1320,9,957,1184.5,1184.5,1
1636,3,958,1033.0,1033.0,1
1322,9,958,820.5,820.5,1
1323,7,959,58.5,58.5,0
1324,11,960,68.5,71.0,0
1325,18,961,301.0,303.0,0
1326,2,962,8.0,8.0,0
1327,2,963,62.0,62.0,0
1328,7,964,712.5,712.5,0
1329,17,965,500.5,500.5,0
1330,18,966,600.0,607.0,0
1331,9,967,906.0,910.0,1
1332,3,968,299.0,303.0,0
1333,3,969,167.0,168.0,0
1334,3,970,112.0,125.0,0
1335,3,971,110.0,110.0,0
1337,8,972,150.5,151.5,0
1336,3,972,313.0,314.0,0
1340,7,973,111.5,111.5,0
1338,8,973,151.5,151.5,0
1341,2,973,17.5,17.5,0
1339,1,973,910.0,910.0,1
1342,3,974,1146.0,1148.0,0
1343,3,975,303.0,303.0,0
1344,3,976,603.5,604.0,0
1345,9,976,1333.0,1334.0,1
1346,1,977,1206.0,1213.0,1
1347,3,977,52.5,53.5,0
1349,1,978,151.5,151.5,0
1348,3,978,841.0,845.0,1
1350,3,979,1.0,1.0,0
1351,3,980,12.0,12.0,0
1352,11,981,266.0,266.0,0
1353,10,982,99.5,99.5,0
1354,11,982,75.5,75.5,0
1355,18,983,81.0,81.0,0
1356,11,984,3.0,3.0,0
1357,3,985,2.0,2.0,0
1358,1,986,214.0,214.0,0
1359,3,986,767.0,860.0,0
1360,3,987,46.0,54.0,0
1361,1,988,36.0,37.0,0
1362,1,989,71.0,74.0,0
1363,1,990,632.0,633.0,0
1364,3,990,276.0,276.0,0
1365,9,990,151.5,151.5,0
1751,7,991,1033.0,1033.0,1
1366,3,991,282.5,282.5,0
1367,9,991,591.0,591.0,0
1368,3,992,25.0,25.0,0
1369,18,993,372.0,372.0,0
1370,18,994,799.0,835.0,0
1371,1,995,14.0,14.0,0
1372,11,996,72.0,72.0,0
1373,11,997,130.0,130.0,0
1374,11,998,4.0,4.0,0
1375,11,999,8.0,8.0,0
1376,11,1000,12.0,12.0,0
1377,21,1001,102.0,102.0,0
1857,22,1001,738.5,752.0,0
1378,1,1002,100.0,100.0,0
1380,1,1003,22.0,22.0,0
1379,3,1003,200.0,205.0,0
1381,3,1004,30.0,30.0,0
1672,7,1005,1033.0,1033.0,1
1382,8,1005,90.5,90.5,0
1383,3,1006,18.0,18.0,0
1384,4,1007,6.0,6.0,0
1385,4,1008,12.0,12.0,0
1386,5,1009,26.0,26.0,0
1387,3,1010,15.0,15.0,0
1388,3,1011,28.0,28.0,0
1390,2,1012,9.0,9.0,0
1389,1,1012,388.5,390.5,0
1391,3,1012,191.0,191.0,0
1392,1,1013,328.0,334.0,0
1394,8,1014,53.5,53.5,0
1393,1,1014,107.0,107.0,0
1395,9,1014,53.5,53.5,0
1396,11,1015,331.0,331.0,0
1397,10,1016,15.0,15.0,0
1398,3,1017,63.0,65.0,0
1399,7,1018,6.0,6.0,0
1400,9,1019,35.0,35.0,0
1401,3,1020,892.5,906.5,1
1404,1,1021,182.0,187.0,0
1402,4,1021,112.5,115.0,0
1405,3,1021,85.5,88.0,0
1403,9,1021,112.5,115.0,0
1746,1,1022,1033.0,1033.0,1
1407,4,1022,152.0,152.0,0
1406,9,1022,303.5,303.5,0
1408,2,1023,299.0,304.0,0
1409,3,1024,151.0,152.0,0
1410,9,1024,151.0,152.0,0
1411,3,1025,294.5,294.5,0
1412,3,1026,1.0,1.0,0
1413,22,1027,152.0,152.0,0
1415,10,1028,347.0,356.0,0
1414,11,1028,1163.0,1183.0,1
1416,11,1029,22.0,22.0,0
1417,7,1030,5.0,5.0,0
1418,3,1031,304.0,304.0,0
1583,1,1032,15.5,15.5,0
1419,11,1032,1054.0,1172.0,1
1420,11,1033,304.0,304.0,0
1421,7,1034,0.0,0.0,0
1422,8,1034,117.0,117.0,0
1423,10,1035,304.0,304.0,0
1424,11,1035,106.0,106.0,0
1425,11,1036,104.0,104.0,0
1426,11,1037,304.0,304.0,0
1427,17,1038,1186.0,1213.0,1
1428,8,1039,15.0,15.0,0
1913,7,1040,302.5,303.0,0
1429,17,1040,858.0,859.0,0
1947,9,1040,151.0,151.5,0
1567,7,1041,182.5,182.5,0
1432,8,1041,152.0,152.0,0
1431,1,1041,278.5,278.5,0
1430,3,1041,458.5,458.5,0
1433,11,1042,78.0,78.0,0
1435,7,1043,541.0,549.0,0
1434,11,1043,110.0,110.0,0
1436,9,1043,335.5,343.5,0
1437,2,1044,6.0,6.0,0
1439,7,1045,30.5,30.5,0
1438,2,1045,34.0,34.0,0
1440,24,1046,303.5,303.5,0
1441,20,1047,684.5,711.5,0
1442,17,1048,164.0,164.0,0
1443,17,1049,648.5,671.5,0
1444,22,1050,181.0,181.0,0
1445,1,1051,510.0,528.0,0
1446,3,1052,990.0,991.0,1
1447,3,1053,172.0,179.0,0
1448,1,1054,1.0,1.0,0
1449,4,1054,68.5,68.5,0
1450,3,1054,68.5,68.5,0
1451,1,1055,511.0,511.0,0
1452,1,1056,57.0,57.0,0
1453,1,1057,228.0,228.0,0
1907,7,1058,149.0,151.5,0
1899,2,1058,9.0,9.0,0
1454,1,1058,1106.0,1113.0,1
1898,3,1058,129.5,132.0,0
1455,9,1058,213.0,215.5,0
1456,3,1059,64.5,64.5,0
1457,3,1060,19.5,19.5,0
1458,3,1061,2.0,2.0,0
1459,3,1062,331.5,331.5,0
1460,3,1063,33.0,33.0,0
1461,3,1064,21.0,21.0,0
1462,3,1065,9.0,9.0,0
1463,3,1066,12.0,12.0,0
1464,1,1067,1.0,1.0,0
1465,3,1067,5.0,5.0,0
1466,3,1068,1057.0,1069.0,1
1467,3,1069,125.0,125.0,0
1468,1,1070,372.0,378.0,0
1469,3,1070,16.0,16.0,0
1470,9,1070,10.0,10.0,0
1471,3,1071,12.0,12.0,0
1472,7,1072,45.5,45.5,0
1473,1,1072,23.0,23.0,0
1474,3,1072,343.0,343.0,0
1475,9,1072,133.0,133.0,0
1476,3,1073,2.0,2.0,0
1862,7,1074,124.0,124.0,0
1480,1,1074,158.0,158.0,0
1478,4,1074,339.0,339.0,0
1477,3,1074,233.0,233.0,0
1479,9,1074,37.0,37.0,0
1481,3,1075,0.0,0.0,0
1482,8,1076,152.0,152.0,0
1813,22,1076,1033.0,1033.0,1
1483,10,1077,137.0,137.0,0
1484,11,1077,10.0,10.0,0
1485,18,1078,13.0,13.0,0
1488,1,1079,58.0,58.0,0
1486,10,1079,13.0,13.0,0
1487,11,1079,13.0,13.0,0
1489,10,1080,808.0,812.0,1
1490,11,1080,605.5,607.5,0
2043,9,1080,151.5,151.5,0
1491,18,1081,102.0,102.0,0
1492,11,1082,8.0,8.0,0
1493,10,1083,89.0,89.0,0
1494,4,1084,51.5,51.5,0
1496,3,1084,10.0,10.0,0
1495,11,1084,9.5,9.5,0
1566,7,1086,607.5,767.5,0
1498,8,1086,15.0,15.0,0
1917,3,1086,5.0,5.0,0
1896,9,1086,75.5,151.5,0
1499,1,1087,219.0,224.0,0
1500,10,1088,20.0,20.0,0
1501,11,1088,14.0,14.0,0
1502,22,1089,32.0,32.0,0
1503,11,1090,60.0,60.0,0
1504,3,1091,187.0,187.0,0
1506,4,1092,22.0,22.0,0
1505,3,1092,12.0,12.0,0
1507,8,1093,483.0,483.5,0
1508,2,1094,12.5,20.0,0
1509,1,1095,30.0,30.0,0
1510,4,1096,15.5,15.5,0
1511,7,1097,182.5,182.5,0
1737,3,1097,1033.0,1033.0,1
1893,4,1098,145.0,151.5,0
1512,3,1098,851.5,878.5,0
1513,1,1099,2.0,2.0,0
1547,7,1101,223.5,228.5,0
1888,5,1101,293.0,303.0,0
1515,3,1101,831.5,836.5,0
1889,9,1101,146.5,151.5,0
1516,7,1102,181.5,182.5,0
1697,4,1103,1033.0,1033.0,1
1517,3,1103,151.5,151.5,0
1518,3,1104,1336.0,1336.0,1
1519,3,1105,1184.5,1184.5,1
1520,3,1106,1336.0,1336.0,1
1521,1,1107,73.0,73.0,0
1522,2,1108,149.0,170.5,0
1523,1,1109,893.0,899.0,0
1524,3,1110,908.5,908.5,0
1525,9,1110,151.5,151.5,0
1526,3,1111,1033.0,1033.0,1
1527,4,1112,15.0,15.0,0
1529,11,1114,151.5,151.5,0
1924,11,1115,150.5,151.5,0
1530,22,1115,907.0,909.0,0
1531,22,1116,151.5,151.5,0
1532,9,1116,151.5,151.5,0
1587,20,1117,569.5,585.5,0
2007,8,1117,60.0,61.0,0
1533,17,1117,20.0,23.0,0
1534,23,1118,302.0,303.0,0
1535,11,1119,303.0,303.0,0
1536,10,1120,431.0,434.0,0
1569,11,1120,718.0,724.5,0
1537,11,1121,151.5,151.5,0
1538,18,1122,769.0,776.0,0
1539,3,1123,904.0,909.0,0
2039,9,1123,151.0,151.5,0
1696,1,1124,1033.0,1033.0,1
1540,9,1124,182.5,182.5,0
1543,1,1126,6.0,6.0,0
1544,4,1126,12.0,12.0,0
1542,3,1126,6.0,6.0,0
1942,11,1126,68.0,68.0,0
1545,1,1127,13.0,13.0,0
1548,3,1128,254.5,254.5,0
1858,5,1129,12.0,12.0,0
1550,4,1129,12.0,12.0,0
1549,3,1129,45.0,45.0,0
1552,4,1130,6.0,8.0,0
1551,3,1130,6.0,8.0,0
1553,1,1131,2.0,2.0,0
1880,1,1132,13.0,13.0,0
