id,school_id,edu_function_data_id,beginDate,endDate,hours
1385,6,479,2010-11-23,2010-11-23,24.0
1386,6,479,2010-12-02,2010-12-02,24.0
1387,6,479,2010-12-07,2010-12-07,24.0
1388,6,479,2011-01-11,2011-01-11,24.0
1389,6,479,2011-01-13,2011-01-14,24.0
1390,6,479,2011-01-15,2011-01-15,24.0
1391,6,479,2011-03-14,2011-03-25,12.0
1392,6,479,2011-03-28,2011-04-01,12.0
1393,6,479,2012-11-05,2012-11-05,24.0
1394,6,479,2012-11-15,2012-11-15,12.0
1395,6,480,2007-09-25,2007-09-25,24.0
1396,6,481,2007-09-01,2007-11-22,12.0
1397,6,481,2007-09-01,2007-11-22,12.0
1398,6,481,2007-11-23,2007-11-25,12.0
1399,6,481,2007-11-26,2007-12-21,24.0
1400,6,481,2007-12-22,2008-05-22,12.0
1401,6,482,2007-09-18,2007-09-18,12.0
1402,6,482,2007-11-05,2007-11-06,24.0
1403,6,482,2007-11-08,2007-11-08,24.0
1404,6,482,2007-11-26,2007-11-26,24.0
1405,6,483,2007-09-01,2008-06-30,8.0
1425,2,486,2008-04-07,2008-06-30,3.0
1406,2,484,2007-09-04,2007-12-22,24.0
1407,2,484,2007-12-23,2008-04-06,24.0
1408,2,484,2008-04-08,2008-06-30,12.0
1409,2,484,2008-09-19,2008-09-19,24.0
1410,2,484,2008-09-24,2008-09-25,24.0
1411,2,484,2008-09-30,2008-09-30,24.0
1414,2,484,2008-10-01,2008-11-30,3.0
1412,2,484,2008-10-02,2008-10-03,20.0
1413,2,484,2008-10-08,2008-10-24,12.0
1420,9,484,2008-11-14,2008-12-19,2.0
1415,2,484,2008-11-20,2008-11-20,12.0
1416,2,484,2008-12-01,2009-01-05,1.0
1417,2,484,2008-12-11,2008-12-11,12.0
1418,2,484,2008-12-15,2008-12-15,12.0
1419,2,484,2008-12-17,2008-12-17,12.0
1421,2,484,2009-01-06,2009-02-01,24.0
6273,2,484,2018-09-01,2018-09-16,4.0
6274,2,484,2018-09-01,2018-10-31,20.0
6278,2,484,2018-09-17,2018-12-16,4.0
6531,2,484,2018-11-01,2019-01-31,20.0
6532,2,484,2018-12-17,2019-03-17,4.0
6758,2,484,2019-02-01,2019-06-30,20.0
6759,2,484,2019-03-18,2019-06-16,4.0
7170,2,484,2019-09-01,2020-06-30,11.0
7171,2,484,2019-09-01,2020-01-31,13.0
1422,2,485,2008-04-07,2008-06-30,10.0
1423,2,485,2008-04-07,2008-06-30,8.0
1424,2,485,2008-09-09,2008-09-12,12.0
1426,2,487,2007-10-10,2007-10-28,19.0
1427,5,487,2007-10-10,2007-10-26,2.0
1428,8,487,2007-10-15,2007-10-28,3.0
1429,8,488,2007-10-15,2007-10-28,3.0
1430,2,489,2007-10-01,2007-11-04,10.0
1431,2,490,2008-02-01,2008-04-30,9.0
5244,1,1753,2000-09-01,2003-06-30,36.0
6184,1,1753,2018-09-01,2018-09-30,8.0
7175,2,1753,2019-09-01,2020-04-30,2.0
6377,10,2065,2018-09-01,2019-06-30,1.0
5185,2,1695,2000-09-01,2003-06-30,24.0
1432,2,491,2007-09-01,2008-06-30,2.0
1433,5,492,2007-09-13,2007-09-14,24.0
1434,5,492,2007-09-27,2007-09-27,12.0
1435,5,492,2007-10-11,2007-10-11,24.0
1436,5,492,2007-10-15,2007-10-15,12.0
1439,5,492,2008-02-11,2008-02-15,24.0
1440,12,492,2008-02-18,2008-03-21,12.0
1437,6,492,2008-02-25,2008-06-08,12.0
1438,2,492,2008-04-07,2008-06-30,12.0
1447,5,492,2008-09-26,2008-09-26,24.0
1441,6,492,2008-09-29,2008-09-29,24.0
1448,5,492,2008-09-30,2008-09-30,12.0
1449,5,492,2008-10-01,2008-10-01,12.0
1442,6,492,2008-10-02,2008-10-03,24.0
1443,6,492,2008-10-06,2008-10-08,24.0
1444,6,492,2008-10-13,2008-10-13,24.0
1450,5,492,2008-10-14,2008-10-14,24.0
1445,6,492,2008-10-15,2008-10-15,12.0
1446,6,492,2008-10-16,2008-10-16,24.0
1451,5,492,2008-10-20,2008-10-20,12.0
1452,5,492,2008-10-21,2008-10-21,24.0
1453,5,492,2008-10-22,2008-10-22,12.0
1454,10,493,2007-10-17,2007-10-19,22.0
1455,11,493,2007-11-08,2007-11-08,22.0
1456,5,494,2008-01-09,2008-01-09,12.0
1457,1,494,2008-01-11,2008-02-01,24.0
1458,3,495,2007-12-11,2007-12-11,12.0
1468,3,499,2007-09-01,2008-08-31,2.0
1467,3,498,2007-09-01,2008-06-30,1.0
1459,3,496,2007-06-18,2007-06-30,24.0
1460,3,496,2007-09-01,2008-06-30,1.0
1461,3,496,2007-11-21,2007-12-04,12.0
1462,3,496,2007-12-05,2007-12-21,15.0
1463,3,496,2008-04-25,2008-06-30,12.0
1464,3,496,2008-10-02,2008-10-02,24.0
1465,3,496,2009-02-13,2009-02-13,24.0
1470,7,500,2008-01-07,2008-06-30,2.0
1471,5,500,2008-01-07,2008-06-30,1.0
1469,3,500,2008-01-14,2008-01-14,1.0
1466,3,497,2007-09-01,2008-06-30,2.0
1472,3,501,2007-09-20,2007-09-20,24.0
1473,3,501,2007-09-27,2007-09-27,12.0
1474,3,501,2007-10-12,2007-10-12,12.0
1475,3,501,2007-11-12,2007-11-12,12.0
1476,3,501,2007-11-19,2007-11-19,12.0
1477,3,501,2007-11-21,2007-11-30,12.0
1478,3,502,2007-09-27,2007-09-27,12.0
1479,3,502,2007-11-19,2007-11-19,12.0
1480,3,502,2007-11-26,2007-11-26,12.0
1481,3,502,2007-12-10,2007-12-10,12.0
1482,1,502,2010-09-01,2010-12-19,19.0
1483,1,502,2011-01-10,2011-06-30,19.0
1484,1,502,2011-09-01,2012-06-30,24.0
1485,1,502,2012-09-01,2013-06-30,24.0
1486,1,502,2013-09-01,2014-06-30,24.0
1487,1,502,2014-09-01,2015-06-30,24.0
1488,1,502,2015-09-01,2016-06-30,24.0
1489,1,503,2010-09-01,2011-06-30,5.0
1490,3,504,2007-12-05,2007-12-21,9.0
1491,3,504,2008-01-09,2008-01-09,12.0
1492,3,504,2008-01-24,2008-01-24,24.0
1493,7,504,2008-02-13,2008-02-14,24.0
1494,2,504,2014-02-24,2014-02-28,24.0
1495,2,504,2014-03-10,2014-06-30,24.0
1496,2,504,2014-09-01,2015-06-30,20.0
1497,2,504,2014-09-01,2014-12-19,4.0
1498,2,504,2015-09-01,2016-06-30,24.0
5911,2,504,2017-09-01,2018-06-30,24.0
1499,3,505,2007-11-05,2007-11-06,24.0
1500,3,505,2007-11-07,2007-11-07,12.0
1501,8,506,2007-10-09,2007-10-09,12.0
1502,8,506,2007-10-11,2007-10-11,24.0
1503,8,506,2007-10-18,2007-10-18,24.0
1504,8,507,2007-12-07,2007-12-07,12.0
1505,8,507,2007-12-12,2007-12-14,24.0
1506,8,507,2007-12-20,2007-12-21,24.0
1507,8,507,2010-10-21,2010-10-21,24.0
5137,8,1651,2000-09-01,2003-06-30,24.0
1509,8,509,2007-09-01,2008-06-30,2.0
1508,8,508,2007-09-01,2008-06-30,2.0
1510,8,510,2007-10-23,2007-10-23,24.0
1511,8,510,2007-10-24,2007-10-24,12.0
1512,8,510,2007-10-25,2007-10-26,24.0
1513,11,511,2007-09-01,2007-09-07,11.0
1514,11,512,2007-11-22,2008-02-29,22.0
1515,11,513,2008-01-14,2008-02-08,12.0
1516,11,513,2008-02-09,2008-02-15,12.0
1517,11,513,2008-02-18,2008-02-22,24.0
1529,1,515,2009-04-19,2009-04-19,24.0
1526,1,515,2009-04-20,2009-05-24,3.0
1528,1,515,2009-05-19,2009-05-19,12.0
1527,1,515,2009-05-25,2009-06-30,12.0
1518,11,514,2008-01-14,2008-02-22,22.0
1519,10,514,2008-09-01,2009-02-28,11.0
1520,10,514,2009-03-03,2009-03-15,11.0
1522,10,514,2009-03-03,2009-03-15,11.0
1521,10,514,2009-03-16,2009-04-04,10.0
1523,10,514,2009-03-16,2009-04-05,10.0
1524,10,514,2009-05-12,2009-05-12,11.0
1525,10,514,2009-05-14,2009-05-14,11.0
1540,11,517,2008-01-23,2008-03-21,22.0
1541,11,517,2008-09-23,2008-10-30,11.0
1542,11,517,2008-10-17,2008-11-28,11.0
1543,11,517,2008-10-31,2008-11-06,1.0
1544,11,517,2008-11-07,2008-12-19,10.0
1545,11,517,2010-10-04,2010-11-19,17.0
1546,11,517,2010-11-30,2010-12-24,11.0
1547,11,517,2011-01-10,2011-06-30,10.0
1548,11,517,2011-03-14,2011-06-30,1.0
1530,11,516,2008-04-07,2008-06-30,22.0
1531,11,516,2008-10-06,2008-10-06,22.0
1534,11,516,2008-12-04,2008-12-12,11.0
1532,11,516,2008-12-19,2008-12-19,22.0
1533,11,516,2010-01-06,2010-02-12,22.0
1535,11,516,2010-10-01,2010-10-01,22.0
1536,11,516,2010-10-04,2011-06-30,16.0
1537,11,516,2010-10-04,2010-11-19,1.0
1538,11,516,2011-01-10,2011-02-28,6.0
1539,11,516,2011-03-14,2011-06-30,6.0
1549,11,518,2008-01-21,2008-04-27,22.0
1550,11,518,2008-04-28,2008-06-30,22.0
1551,11,518,2008-09-01,2009-06-30,22.0
1552,11,519,2008-01-22,2008-03-19,15.0
1553,11,520,2008-02-15,2008-06-19,32.0
1554,11,520,2008-09-02,2009-01-10,10.0
1555,11,520,2009-01-11,2009-06-30,10.0
1564,11,522,2011-09-01,2012-06-30,22.0
1565,11,522,2012-09-01,2013-06-30,22.0
1566,11,522,2013-09-01,2014-06-30,4.0
1567,11,522,2015-09-01,2016-06-30,2.0
1556,11,521,2008-03-03,2008-03-15,22.0
1557,11,521,2008-03-16,2008-05-24,22.0
1558,11,521,2008-05-25,2008-06-30,22.0
1559,11,521,2008-09-01,2009-06-30,22.0
1560,11,521,2009-09-01,2010-06-30,22.0
1561,10,521,2013-09-01,2014-06-30,18.0
1562,11,521,2014-09-01,2015-06-30,22.0
1563,11,521,2015-09-01,2016-06-30,20.0
1568,11,523,2007-09-12,2007-09-21,30.0
1569,1,524,2008-05-13,2008-05-13,24.0
1570,1,524,2008-05-14,2008-05-14,12.0
1571,1,524,2008-05-15,2008-06-30,24.0
1572,11,525,2007-12-10,2008-06-30,22.0
1573,11,525,2008-09-01,2008-12-03,22.0
1574,11,526,2008-01-10,2008-02-25,22.0
1575,11,527,2008-02-26,2008-06-30,22.0
1576,11,527,2008-09-01,2009-06-30,22.0
5324,11,1833,2000-09-01,2003-06-30,22.0
1577,11,528,2007-09-13,2007-12-31,11.0
1578,11,528,2007-09-13,2007-12-31,3.0
1579,11,528,2007-09-13,2008-06-30,3.0
1580,11,528,2007-09-13,2008-06-30,5.0
1581,11,528,2008-01-01,2008-03-21,11.0
1582,11,528,2008-01-01,2008-06-30,2.0
1583,11,528,2008-04-07,2008-06-30,11.0
1584,1,529,2007-11-08,2007-11-08,12.0
1585,1,529,2008-01-14,2008-03-02,1.0
1586,1,529,2008-03-03,2008-06-30,3.0
1587,1,529,2008-04-07,2008-06-30,4.0
5208,1,1716,2000-09-01,2003-06-30,24.0
1588,1,530,2007-09-04,2008-06-30,24.0
1589,1,530,2008-09-01,2009-06-30,17.0
1600,1,532,2008-09-01,2009-06-30,1.0
1591,6,531,2005-09-01,2006-02-01,12.0
1592,6,531,2006-02-02,2006-02-02,24.0
1593,6,531,2006-02-03,2006-02-09,12.0
1594,6,531,2006-02-10,2006-02-10,24.0
1595,6,531,2006-02-11,2006-02-16,12.0
1596,6,531,2006-02-17,2006-02-17,24.0
1597,6,531,2006-02-18,2006-02-22,12.0
1598,6,531,2006-02-23,2006-02-24,24.0
1599,6,531,2006-02-25,2006-06-30,12.0
1590,1,531,2008-09-01,2009-06-30,6.0
1601,1,533,2008-04-12,2008-05-04,10.0
1602,2,534,2008-04-22,2008-04-22,24.0
1603,2,534,2008-04-24,2008-04-24,24.0
1604,2,534,2008-04-29,2008-04-29,24.0
1605,2,535,2008-04-30,2008-04-30,24.0
1606,2,536,2008-04-28,2008-05-30,12.0
1607,8,537,2008-03-17,2008-03-18,24.0
1608,10,538,2009-10-12,2009-10-30,22.0
1613,10,540,2008-09-22,2008-09-28,22.0
1609,8,539,2008-05-05,2008-06-15,24.0
1610,3,539,2008-06-16,2008-06-27,12.0
1611,8,539,2008-10-08,2008-10-08,12.0
1612,8,539,2008-10-14,2008-10-14,24.0
1614,10,541,2008-11-03,2008-11-14,14.0
1615,8,542,2008-03-17,2008-04-07,24.0
1616,1,542,2009-10-27,2009-10-27,24.0
1617,1,542,2009-10-28,2009-10-28,12.0
1618,1,542,2009-10-29,2009-10-29,24.0
1619,8,543,2008-04-08,2008-04-18,24.0
1620,3,544,2008-03-10,2008-03-21,12.0
1621,3,544,2008-03-22,2008-04-24,12.0
1622,3,544,2008-04-14,2008-04-14,12.0
1623,3,544,2008-04-15,2008-04-15,12.0
1624,3,544,2008-04-25,2008-06-30,24.0
1625,9,544,2010-11-09,2010-11-09,12.0
1626,2,544,2012-11-05,2013-06-30,24.0
1629,6,545,2008-09-30,2008-09-30,12.0
1627,6,545,2008-10-02,2008-10-02,24.0
1628,6,545,2008-10-14,2008-10-14,24.0
1630,10,546,2007-12-10,2007-12-21,22.0
1631,10,547,2008-02-12,2008-03-21,12.0
1632,10,548,2007-12-11,2008-06-30,3.0
1633,10,549,2008-04-22,2008-06-16,6.0
1634,10,549,2008-04-26,2008-06-16,2.0
1635,10,549,2008-05-26,2008-06-30,4.0
1636,10,550,2008-04-07,2008-06-16,8.0
1637,10,551,2007-11-15,2008-06-30,6.0
1638,10,551,2008-01-15,2008-06-30,6.0
1640,10,551,2008-09-01,2009-01-19,8.0
1639,10,551,2008-11-24,2008-12-19,9.0
1641,10,552,2008-02-01,2008-04-25,2.0
1642,10,552,2008-02-01,2008-03-09,14.0
1648,10,554,2008-01-07,2008-06-30,4.0
1643,10,553,2008-01-15,2008-04-20,2.0
1644,10,553,2008-09-01,2009-06-30,10.0
1645,10,553,2009-09-01,2010-06-30,6.0
1646,10,553,2010-09-01,2011-06-30,14.0
1647,10,553,2016-09-01,2017-06-30,20.0
1649,5,555,2008-04-21,2008-04-25,12.0
1650,5,556,2008-05-13,2008-05-14,24.0
1651,5,556,2008-05-19,2008-05-31,24.0
1652,12,557,2008-04-07,2008-05-30,12.0
1653,12,558,2008-02-01,2008-02-29,13.0
1654,12,558,2008-03-10,2008-06-30,13.0
1655,9,559,2008-02-12,2008-02-12,24.0
1660,9,559,2008-02-21,2008-02-21,12.0
1656,9,559,2008-03-06,2008-03-06,12.0
1659,9,559,2008-03-11,2008-03-11,24.0
1657,9,559,2008-03-18,2008-03-18,24.0
1658,9,559,2008-03-19,2008-03-19,12.0
1661,9,559,2008-04-10,2008-04-10,12.0
1662,9,559,2008-05-13,2008-05-13,12.0
1663,9,559,2008-05-29,2008-05-29,12.0
1664,9,559,2009-10-12,2009-10-12,12.0
1665,9,559,2009-10-15,2009-10-15,12.0
1666,9,560,2008-01-09,2008-06-30,2.0
1667,9,561,2008-03-11,2008-03-11,24.0
1668,11,562,2007-09-01,2008-06-30,16.0
1678,7,565,2010-09-01,2011-08-31,1.0
1677,7,564,2010-09-01,2011-06-30,2.0
1669,7,563,2008-09-01,2009-06-30,6.0
1670,7,563,2008-09-01,2009-02-28,12.0
1671,7,563,2008-10-20,2008-10-20,6.0
1672,7,563,2009-03-04,2009-06-30,18.0
1673,7,563,2009-09-01,2010-06-30,24.0
1674,7,563,2010-09-01,2011-06-30,22.0
1675,7,563,2011-09-01,2012-06-30,24.0
1676,7,563,2012-09-01,2013-06-30,24.0
1679,6,566,2008-10-14,2008-10-14,24.0
1680,6,566,2008-10-21,2008-10-21,12.0
1681,6,566,2008-10-22,2008-10-23,24.0
1682,6,566,2008-11-03,2008-11-14,24.0
1683,6,566,2008-11-15,2008-11-28,24.0
1685,7,567,2008-09-30,2008-09-30,24.0
1684,7,567,2008-10-22,2008-10-22,12.0
1686,9,567,2009-01-22,2009-01-22,24.0
1687,7,568,2008-09-30,2008-09-30,24.0
1688,7,568,2008-10-14,2008-10-14,24.0
1689,7,568,2008-10-23,2008-10-23,24.0
1690,7,569,2008-09-30,2008-09-30,24.0
1691,7,569,2008-12-03,2008-12-10,24.0
1692,7,570,2008-09-30,2008-09-30,24.0
1693,7,570,2008-10-14,2008-10-14,24.0
1694,7,571,2008-10-14,2008-10-14,24.0
1699,6,574,2009-09-01,2010-06-30,1.0
1695,7,572,2008-09-01,2009-06-30,1.0
1696,6,573,2008-09-01,2009-06-30,11.0
1697,7,573,2009-09-01,2010-06-30,1.0
1698,6,573,2009-09-01,2010-06-30,1.0
1701,3,575,2008-05-26,2008-05-27,12.0
1700,1,575,2008-06-02,2008-06-06,24.0
1702,1,576,2009-05-19,2009-06-13,24.0
1703,9,576,2010-11-09,2010-11-09,24.0
1704,9,576,2010-11-25,2010-11-25,24.0
1705,9,576,2011-03-29,2011-03-29,12.0
1706,10,577,2008-06-16,2008-06-27,10.0
1707,1,578,2008-09-01,2008-12-27,7.0
1735,1,580,2008-11-03,2008-12-27,6.0
1736,1,580,2008-12-08,2009-06-30,4.0
1737,1,580,2009-01-01,2009-02-10,1.0
1738,1,580,2009-02-11,2009-02-28,8.0
1739,1,580,2009-03-02,2009-03-21,2.0
1740,1,580,2009-04-20,2009-06-30,5.0
1741,1,580,2012-11-26,2012-12-11,2.0
1708,1,579,2008-10-13,2008-10-15,24.0
1721,6,579,2010-09-01,2011-01-12,3.0
1709,1,579,2010-10-01,2010-10-10,1.0
1710,1,579,2010-10-11,2010-11-10,2.0
1720,1,579,2010-10-11,2011-06-30,2.0
1711,1,579,2010-11-11,2011-06-30,2.0
1722,6,579,2011-01-13,2011-06-30,3.0
1712,1,579,2011-05-11,2011-05-11,12.0
1716,1,579,2011-05-12,2011-05-12,17.0
1713,1,579,2011-05-16,2011-05-16,12.0
1714,1,579,2011-05-20,2011-05-20,12.0
1717,1,579,2011-05-27,2011-05-27,17.0
1718,1,579,2011-06-07,2011-06-07,17.0
1715,1,579,2011-06-10,2011-06-10,12.0
1719,1,579,2011-06-27,2011-06-27,17.0
1723,1,579,2011-10-05,2011-11-04,3.0
1724,1,579,2012-10-17,2012-10-17,24.0
1725,1,579,2012-11-14,2012-11-14,24.0
1726,1,579,2012-11-28,2012-11-28,12.0
1727,1,579,2013-02-07,2013-02-07,12.0
1728,1,579,2013-03-06,2013-03-06,12.0
1729,1,579,2013-03-08,2013-03-08,12.0
1730,1,579,2013-11-20,2013-11-20,12.0
1731,1,579,2013-11-21,2013-11-21,24.0
1732,1,579,2013-12-03,2013-12-03,24.0
1733,1,579,2016-06-06,2016-06-30,3.0
1734,1,579,2016-06-15,2016-06-17,12.0
1743,1,581,2008-10-24,2008-10-24,24.0
1742,1,581,2008-11-03,2008-12-19,24.0
1751,9,583,2010-09-01,2011-06-30,1.0
1744,3,582,2009-06-06,2009-06-06,24.0
1745,9,582,2009-09-01,2010-02-28,24.0
1746,9,582,2010-09-01,2010-12-31,24.0
1747,9,582,2011-01-01,2011-06-30,17.0
1748,9,582,2011-09-01,2012-06-30,24.0
1749,9,582,2012-09-01,2013-06-30,24.0
1750,9,582,2013-09-01,2014-06-30,24.0
1752,9,584,2011-01-10,2011-06-30,10.0
1753,3,585,2008-06-17,2008-06-18,24.0
1754,2,585,2008-11-13,2008-11-13,24.0
1755,3,586,2009-03-02,2009-05-06,1.0
1756,3,587,2009-03-02,2009-06-30,1.0
5238,3,1747,2000-09-01,2003-06-30,24.0
1757,3,588,2009-03-02,2009-05-06,4.0
1758,12,589,2008-06-09,2008-06-18,24.0
1759,4,590,2009-06-19,2009-06-27,24.0
1760,12,591,2008-09-15,2008-09-30,24.0
1761,4,592,2008-09-01,2008-11-30,15.0
1762,12,592,2008-09-01,2008-11-30,3.0
1763,12,593,2008-11-13,2008-11-17,24.0
1764,12,594,2008-10-02,2008-10-31,24.0
1765,12,595,2008-09-11,2008-10-03,12.0
1766,8,595,2008-09-15,2008-10-03,10.0
1767,5,596,2008-11-20,2008-12-05,17.0
5833,8,1963,2017-09-01,2018-06-30,1.0
1776,8,598,2015-05-01,2015-06-30,2.0
4904,8,598,2017-01-09,2017-02-08,1.0
5401,8,598,2017-03-20,2017-06-30,2.0
5400,8,598,2017-04-18,2017-06-30,1.0
1768,12,597,2008-09-01,2008-09-30,13.0
1769,12,597,2008-10-01,2008-10-01,12.0
1770,8,597,2014-05-20,2014-06-30,7.0
1771,2,597,2015-02-23,2015-06-30,7.0
1772,8,597,2015-02-23,2015-06-30,9.0
1773,8,597,2015-09-01,2016-06-30,4.0
1774,12,597,2016-09-01,2017-06-30,3.0
1775,8,597,2016-09-01,2017-06-30,12.0
5565,12,597,2017-09-01,2018-06-30,9.0
5583,8,597,2017-09-01,2018-06-30,13.0
5479,12,1546,2016-09-01,2017-06-30,6.0
4903,8,1546,2017-01-09,2017-02-08,2.0
5566,12,1904,2017-09-01,2018-06-30,1.0
1777,12,599,2008-09-01,2008-09-12,24.0
1778,8,599,2008-09-30,2008-09-30,12.0
1779,11,600,2008-11-03,2008-11-28,8.0
1780,11,600,2008-12-01,2008-12-12,8.0
1781,11,600,2008-12-15,2008-12-19,8.0
1782,11,600,2009-01-26,2009-02-20,7.0
1783,11,600,2009-03-02,2009-03-13,8.0
1784,11,601,2008-09-01,2009-01-28,30.0
1785,11,601,2009-01-29,2009-05-01,30.0
1786,11,601,2009-05-02,2009-06-30,30.0
1787,11,601,2009-09-01,2009-10-16,25.0
1788,11,602,2008-09-30,2008-10-01,22.0
1789,11,602,2008-10-02,2008-10-02,22.0
1790,11,603,2008-09-30,2008-09-30,22.0
1791,11,603,2008-10-01,2008-10-01,22.0
1792,11,603,2008-10-07,2008-10-09,22.0
1793,9,604,2008-06-03,2008-06-30,12.0
1794,9,605,2008-06-13,2008-06-13,12.0
1795,9,606,2008-06-16,2008-06-18,24.0
1796,9,607,2008-09-17,2008-09-17,12.0
1797,9,607,2008-10-14,2008-10-14,24.0
1798,9,607,2008-10-22,2008-10-22,12.0
1799,9,607,2008-11-03,2008-11-03,12.0
1800,9,607,2008-11-07,2008-11-07,24.0
1801,9,607,2008-11-14,2008-11-14,24.0
1802,9,607,2008-11-18,2008-11-18,24.0
1803,9,607,2008-11-20,2008-11-20,12.0
1804,9,607,2009-01-15,2009-01-15,12.0
1805,9,607,2009-01-29,2009-01-29,12.0
1806,9,607,2009-01-30,2009-01-30,12.0
1810,9,607,2009-03-30,2009-03-30,12.0
1807,9,607,2009-05-08,2009-05-08,12.0
1808,9,607,2009-05-11,2009-05-11,12.0
1809,9,607,2009-06-08,2009-06-08,12.0
1812,9,609,2008-11-03,2008-11-03,24.0
1813,9,609,2008-11-07,2008-11-07,24.0
1814,9,609,2008-11-13,2008-11-14,24.0
1811,9,608,2008-09-29,2008-10-24,24.0
1815,9,610,2008-09-11,2008-09-11,12.0
1818,9,610,2008-09-19,2008-10-17,2.0
1816,9,610,2008-09-25,2008-09-25,12.0
1817,3,610,2008-09-30,2008-09-30,12.0
1819,9,611,2008-10-14,2008-10-14,12.0
1820,9,611,2008-10-16,2008-10-16,12.0
1821,9,612,2008-10-14,2008-12-19,24.0
1822,9,613,2008-11-05,2008-11-05,12.0
5139,8,1653,2000-09-01,2003-06-30,24.0
1823,8,614,2008-09-01,2008-11-02,4.0
1824,8,614,2008-11-03,2009-02-15,3.0
1825,8,614,2009-02-16,2009-03-31,3.0
1826,8,614,2009-09-01,2010-06-30,1.0
1840,2,617,2009-02-01,2009-08-31,12.0
1827,2,615,2008-09-30,2008-09-30,24.0
1829,2,615,2009-01-06,2009-01-06,24.0
1828,9,615,2009-01-30,2009-06-30,2.0
1830,2,615,2009-02-09,2009-02-20,11.0
1832,2,615,2009-03-13,2009-03-13,22.0
1833,2,615,2009-05-05,2009-05-05,22.0
1834,2,615,2009-06-25,2009-06-25,22.0
1835,2,615,2009-06-30,2009-06-30,22.0
1831,9,615,2010-01-26,2010-01-26,24.0
1836,2,616,2008-10-12,2008-10-24,13.0
1837,2,616,2009-03-03,2009-03-05,13.0
1838,2,616,2009-03-09,2009-03-12,13.0
1839,9,616,2011-01-26,2011-01-26,24.0
1841,2,618,2008-09-30,2008-09-30,24.0
1842,2,619,2008-09-01,2008-11-30,24.0
1843,12,619,2008-12-02,2008-12-24,24.0
1844,10,620,2008-06-09,2008-06-13,10.0
1845,10,621,2008-09-26,2009-06-30,10.0
1846,10,622,2008-09-01,2009-02-28,18.0
1848,10,622,2008-09-01,2009-04-19,4.0
1847,10,622,2009-03-01,2009-04-19,18.0
1849,10,623,2008-09-01,2009-06-30,2.0
1850,10,623,2008-09-01,2009-02-28,4.0
1851,10,623,2008-09-23,2008-09-23,11.0
1852,10,623,2008-10-02,2008-10-02,11.0
1853,10,623,2008-10-09,2008-10-09,11.0
1854,10,623,2008-10-16,2008-10-16,11.0
1855,10,623,2008-10-21,2008-10-21,11.0
1856,10,623,2008-11-04,2008-11-04,11.0
1857,10,623,2008-11-18,2008-11-18,11.0
1858,10,623,2008-11-20,2008-11-20,11.0
1859,10,623,2008-12-11,2008-12-11,11.0
1861,10,623,2008-12-16,2008-12-16,11.0
1862,10,623,2009-01-13,2009-01-13,11.0
1863,10,623,2009-02-03,2009-02-03,11.0
1864,10,623,2009-02-05,2009-02-05,11.0
1865,10,623,2009-02-17,2009-02-17,11.0
1860,10,623,2009-03-01,2009-04-19,4.0
1866,10,623,2009-03-10,2009-03-10,11.0
1867,10,623,2009-03-12,2009-04-05,5.0
1868,10,623,2009-04-20,2009-06-30,4.0
1869,10,623,2009-04-20,2009-05-15,5.0
1870,10,623,2009-05-16,2009-06-30,5.0
1871,10,623,2015-02-23,2015-03-29,3.0
1872,10,624,2008-09-01,2009-01-23,12.0
1873,10,624,2008-09-04,2008-09-04,10.0
1875,10,624,2009-01-15,2009-01-15,10.0
1874,10,624,2009-01-24,2009-06-30,12.0
1876,10,624,2010-01-22,2010-01-29,18.0
1877,10,624,2010-03-01,2010-06-30,4.0
1878,10,624,2010-09-01,2011-02-28,11.0
1879,10,624,2010-09-01,2010-11-30,7.0
1888,8,626,2009-01-12,2009-06-30,1.0
1880,10,625,2008-09-01,2009-01-23,6.0
1881,10,625,2008-09-25,2008-09-25,11.0
1882,10,625,2008-10-09,2008-10-09,11.0
1883,10,625,2008-11-06,2008-11-06,11.0
1884,10,625,2009-01-24,2009-06-30,6.0
1885,10,625,2010-02-01,2010-03-07,15.0
1886,10,625,2010-03-08,2010-06-30,18.0
1887,10,625,2010-10-05,2010-10-05,11.0
1889,10,627,2008-09-01,2009-04-03,22.0
1890,10,628,2008-09-01,2009-06-30,28.0
1891,10,628,2008-10-01,2009-06-30,1.0
1892,10,628,2008-11-24,2008-12-19,1.0
1893,10,628,2009-09-01,2010-06-30,25.0
1894,10,628,2010-09-01,2011-06-30,21.0
1895,10,628,2011-09-01,2012-02-29,18.0
1897,10,628,2011-09-01,2011-12-31,4.0
1896,10,628,2012-03-01,2012-06-30,18.0
1898,10,628,2012-09-01,2013-06-30,28.0
1899,10,628,2013-09-01,2014-06-30,32.0
1900,10,628,2014-09-01,2015-06-30,26.0
1901,10,628,2015-09-01,2016-06-30,32.0
1902,10,629,2009-09-01,2010-06-30,5.0
1903,10,629,2010-09-01,2011-06-30,2.0
1904,10,630,2008-09-01,2009-06-30,22.0
1905,10,630,2009-09-01,2010-06-30,19.0
1906,10,630,2010-09-01,2011-06-30,14.0
1907,10,630,2011-09-01,2012-06-30,18.0
1908,10,630,2012-09-01,2013-06-30,18.0
1909,10,630,2013-09-01,2014-06-30,32.0
1910,10,630,2014-09-01,2015-06-30,32.0
1911,10,630,2015-09-01,2016-06-30,32.0
1912,10,631,2008-10-01,2009-06-30,5.0
1913,10,631,2009-09-01,2010-06-30,7.0
